Ground truth,Visualization,Color image,Ratio of background pixels in majority vote,Ratio of background pixels in ground truth,Ratio of disagreeing pixels,Sum of disagreeing votes,Mean disagreeing votes,Mean divergent votes,Votes standard deviation,Disagreement with merged lane classes,Swapped lanes disagreement,Diff btw swapped and merged,Height of horizontal rectangle
data/bdd/bdd100k_dataset_321x185/val/labels/b3b44b49-7336e3ee.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3b44b49-7336e3ee.png,data/bdd/bdd100k_dataset_321x185/val/images/b3b44b49-7336e3ee.png,0.9766613311302731,0.9616357721898074,0.015025558940465741,2074,2.3757159221076747,0.029741312541952808,0.1698727961453354,0.015025558940465741,0.038364227810192594,0.023338668869726853,0.0
data/bdd/bdd100k_dataset_321x185/val/labels/b3b4c0fe-2683b31e.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3b4c0fe-2683b31e.png,data/bdd/bdd100k_dataset_321x185/val/images/b3b4c0fe-2683b31e.png,0.8620677785236055,0.8501574843806475,0.036316070291389134,4848,2.2976303317535547,0.04550696201442316,0.20841323955699412,0.036316070291389134,0.1620454036935681,0.12572933340217896,0.0
data/bdd/bdd100k_dataset_321x185/val/labels/b3b64b42-403091d9.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3b64b42-403091d9.png,data/bdd/bdd100k_dataset_321x185/val/images/b3b64b42-403091d9.png,0.8242026815373229,0.8213455878556307,0.10130634584602674,14531,2.4687393815834184,0.0620471248343402,0.24743986520573963,0.04271871396361508,0.13999759040291906,0.09727887643930398,0.0
data/bdd/bdd100k_dataset_321x185/val/labels/b3b64b42-dab3c506.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3b64b42-dab3c506.png,data/bdd/bdd100k_dataset_321x185/val/images/b3b64b42-dab3c506.png,0.7942892549181597,0.8413796664429184,0.07412953305450853,10910,2.533085674483399,0.06170289667991945,0.2537067963700159,0.06419855079946989,0.20433383246415723,0.14013528166468736,0.0
data/bdd/bdd100k_dataset_321x185/val/labels/b3b8fce6-c67646a7.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3b8fce6-c67646a7.png,data/bdd/bdd100k_dataset_321x185/val/images/b3b8fce6-c67646a7.png,0.7528786079413435,0.7655462040240272,0.03779625135539836,5280,2.4043715846994536,0.040791036298858885,0.19832716543423015,0.03779625135539836,0.25968571969501386,0.2218894683396155,0.1270718232044199
data/bdd/bdd100k_dataset_321x185/val/labels/b3b94eea-b06bca81.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3b94eea-b06bca81.png,data/bdd/bdd100k_dataset_321x185/val/images/b3b94eea-b06bca81.png,0.7035851362282921,0.6679747336534655,0.056436205917281976,7690,2.3452272034156754,0.07089378840295348,0.25664734397384814,0.056436205917281976,0.34243816801776217,0.2860019621004802,0.03867403314917127
data/bdd/bdd100k_dataset_321x185/val/labels/b3b9ee6e-6d2617d1.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3b9ee6e-6d2617d1.png,data/bdd/bdd100k_dataset_321x185/val/images/b3b9ee6e-6d2617d1.png,0.7642897712603914,0.7714325054646219,0.042236794547426036,5659,2.3060309698451507,0.040687767852532655,0.20016232878085055,0.03626443606822602,0.24429872119240634,0.20803428512418032,0.0
data/bdd/bdd100k_dataset_321x185/val/labels/b3bbc110-3ef16a61.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3bbc110-3ef16a61.png,data/bdd/bdd100k_dataset_321x185/val/images/b3bbc110-3ef16a61.png,0.7643414054835544,0.7668198481953838,0.02351078294693723,3006,2.2005856515373354,0.03972392902015456,0.19530985249944835,0.02351078294693723,0.24617476463399943,0.2226639816870622,0.011049723756906077
data/bdd/bdd100k_dataset_321x185/val/labels/b3bc36c8-03cb07d2.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3bc36c8-03cb07d2.png,data/bdd/bdd100k_dataset_321x185/val/images/b3bc36c8-03cb07d2.png,0.764565153783928,0.7492986351353678,0.03812326810209807,4921,2.2216704288939053,0.046488012254522294,0.21053949028898516,0.03812326810209807,0.2621297395914012,0.2240064714893031,0.13259668508287292
data/bdd/bdd100k_dataset_321x185/val/labels/b3be4113-1fb56ec4.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3be4113-1fb56ec4.png,data/bdd/bdd100k_dataset_321x185/val/images/b3be4113-1fb56ec4.png,0.8726872170874855,0.8672828350630798,0.01580007228791243,1971,2.1470588235294117,0.02667768196760813,0.16113963898570483,0.01580007228791243,0.13791501006867352,0.12211493778076109,0.0
data/bdd/bdd100k_dataset_321x185/val/labels/b3be4113-a7c6d89b.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3be4113-a7c6d89b.png,data/bdd/bdd100k_dataset_321x185/val/images/b3be4113-a7c6d89b.png,0.7913461041978623,0.7959071272439373,0.014096142923529715,1968,2.402930402930403,0.05180633724032289,0.22163582892227696,0.014096142923529715,0.21342145574086505,0.19932531281733534,0.10497237569060773
data/bdd/bdd100k_dataset_321x185/val/labels/b3c0357a-10fef986.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3c0357a-10fef986.png,data/bdd/bdd100k_dataset_321x185/val/images/b3c0357a-10fef986.png,0.8732379821345588,0.8578509836319512,0.029620832687905545,4391,2.5514235909355025,0.01791707543760004,0.1332972915050181,0.028157863031617356,0.14707147897626546,0.11891361594464811,0.0
data/bdd/bdd100k_dataset_321x185/val/labels/b3c0460d-33d7256d.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3c0460d-33d7256d.png,data/bdd/bdd100k_dataset_321x185/val/images/b3c0460d-33d7256d.png,0.8021548682466739,0.8612244195452746,0.0992237655117812,13804,2.3944492627927145,0.09125488373694085,0.29147620150225073,0.09314813858625497,0.208808798471627,0.11566065988537204,0.0
data/bdd/bdd100k_dataset_321x185/val/labels/b3c094d3-75cda540.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3c094d3-75cda540.png,data/bdd/bdd100k_dataset_321x185/val/images/b3c094d3-75cda540.png,0.9538390044921774,0.9359735632777405,0.026522779298118793,3744,2.4295911745619727,0.03626443606822602,0.19230255551074196,0.02220271596013838,0.061875010757129825,0.03967229479699144,0.0
data/bdd/bdd100k_dataset_321x185/val/labels/b3c21bae-260d0b00.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3c21bae-260d0b00.png,data/bdd/bdd100k_dataset_321x185/val/images/b3c21bae-260d0b00.png,0.794874442780675,0.7927746510387085,0.03781346276311939,4588,2.088302230314065,0.06289048381267104,0.24642495259503874,0.032116486807455984,0.21653672053837283,0.18442023373091684,0.0
data/bdd/bdd100k_dataset_321x185/val/labels/b3c26aff-417063a0.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3c26aff-417063a0.png,data/bdd/bdd100k_dataset_321x185/val/images/b3c26aff-417063a0.png,0.696666150324435,0.6830002925939312,0.040515653775322284,5629,2.39124893797791,0.033803204764117654,0.18421235648878054,0.032047641176571835,0.3177225865303523,0.28567494535378046,0.0
data/bdd/bdd100k_dataset_321x185/val/labels/b3c26aff-63a0d7d6.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3c26aff-63a0d7d6.png,data/bdd/bdd100k_dataset_321x185/val/images/b3c26aff-63a0d7d6.png,0.6861499802068811,0.7304177208653896,0.07626374761191718,11757,2.653351387948544,0.039276432419407585,0.20703331562016888,0.07252887213645204,0.32424571005662556,0.2517168379201735,0.0
data/bdd/bdd100k_dataset_321x185/val/labels/b3c2f984-a6fb75a4.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3c2f984-a6fb75a4.png,data/bdd/bdd100k_dataset_321x185/val/images/b3c2f984-a6fb75a4.png,0.7100222027159602,0.716373212165023,0.04392351250408771,6036,2.365203761755486,0.047950981910810486,0.21733645519087466,0.03888057004182372,0.30119963511815634,0.2623190650763326,0.0
data/bdd/bdd100k_dataset_321x185/val/labels/b3c39081-34b43a1c.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3c39081-34b43a1c.png,data/bdd/bdd100k_dataset_321x185/val/images/b3c39081-34b43a1c.png,0.8558716717440319,0.8510352661744204,0.05779590712724394,7886,2.348421679571173,0.08337205900070567,0.2773140425490162,0.04142785838453727,0.1508924114903358,0.10946455310579853,0.0
data/bdd/bdd100k_dataset_321x185/val/labels/b3c3f8ef-8f40dc74.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3c3f8ef-8f40dc74.png,data/bdd/bdd100k_dataset_321x185/val/images/b3c3f8ef-8f40dc74.png,0.8672484122476377,0.8658198654067916,0.038467496256518824,5265,2.3557046979865772,0.03423348995714359,0.18760536420877305,0.03543828849761622,0.14815579766269082,0.11271750916507461,0.0
data/bdd/bdd100k_dataset_321x185/val/labels/b3c4e98b-0c191966.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3c4e98b-0c191966.png,data/bdd/bdd100k_dataset_321x185/val/images/b3c4e98b-0c191966.png,0.8278687113819039,0.8100893272060722,0.024784427118294004,3298,2.290277777777778,0.020240615479940105,0.14082234540346686,0.02394106813996317,0.1921481557976627,0.16820708765769954,0.0
data/bdd/bdd100k_dataset_321x185/val/labels/b3c4e98b-2788a3e8.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b3c4e98b-2788a3e8.png,data/bdd/bdd100k_dataset_321x185/val/images/b3c4e98b-2788a3e8.png,0.7480938365948951,0.7315020395518149,0.04268429114817301,5333,2.1504032258064516,0.042753136779057156,0.20767370142341374,0.03779625135539836,0.2742121478115695,0.23641589645617114,0.0
